trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
6 Underground,Sneaker Pimps,228840,electronica,0.587,0.687,1.0,-8.635,0.0,0.0509,0.0281,0.14,0.121,0.402,169.938,audio_features,7KvSuH86lIT2aTl9PBCAfd,spotify:track:7KvSuH86lIT2aTl9PBCAfd,https://api.spotify.com/v1/tracks/7KvSuH86lIT2aTl9PBCAfd,https://api.spotify.com/v1/audio-analysis/7KvSuH86lIT2aTl9PBCAfd,228840.0,4.0
608,Carlie Hanson,2208366,alt z,0.614,0.511,11.0,-8.758,0.0,0.0294,0.673,0.00176,0.339,0.486,148.024,audio_features,2YTsqpMJvfwPxDP7RuXjD2,spotify:track:2YTsqpMJvfwPxDP7RuXjD2,https://api.spotify.com/v1/tracks/2YTsqpMJvfwPxDP7RuXjD2,https://api.spotify.com/v1/audio-analysis/2YTsqpMJvfwPxDP7RuXjD2,204760.0,3.0
6AM,Fly By Midnight,189783,singer-songwriter pop,0.637,0.885,5.0,-4.522,1.0,0.0274,0.0318,0.0,0.107,0.613,127.027,audio_features,5zYqSr9RtfujCy72aCGYEC,spotify:track:5zYqSr9RtfujCy72aCGYEC,https://api.spotify.com/v1/tracks/5zYqSr9RtfujCy72aCGYEC,https://api.spotify.com/v1/audio-analysis/5zYqSr9RtfujCy72aCGYEC,190912.0,4.0
7 Minutes,Dean Lewis,3049703,australian pop,0.613,0.739,10.0,-6.478,1.0,0.0311,0.526,0.0,0.149,0.712,104.966,audio_features,6FYbr9QzRoZPh0Re8lDO9z,spotify:track:6FYbr9QzRoZPh0Re8lDO9z,https://api.spotify.com/v1/tracks/6FYbr9QzRoZPh0Re8lDO9z,https://api.spotify.com/v1/audio-analysis/6FYbr9QzRoZPh0Re8lDO9z,211453.0,4.0
7 Years,Lukas Graham,4485906,danish pop,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300.0,4.0
772 Love,YNW Melly,209488,melodic rap,0.676,0.623,6.0,-7.297,0.0,0.0352,0.226,1.66e-05,0.159,0.347,111.466,audio_features,230wNo1dnexltKYQbsW7oD,spotify:track:230wNo1dnexltKYQbsW7oD,https://api.spotify.com/v1/tracks/230wNo1dnexltKYQbsW7oD,https://api.spotify.com/v1/audio-analysis/230wNo1dnexltKYQbsW7oD,209489.0,4.0
7UP,Boy In Space,4569846,alt z,0.618,0.47,0.0,-7.379,1.0,0.0271,0.0169,0.0,0.111,0.228,135.034,audio_features,3PRqiN41BIPkeai16CWjqy,spotify:track:3PRqiN41BIPkeai16CWjqy,https://api.spotify.com/v1/tracks/3PRqiN41BIPkeai16CWjqy,https://api.spotify.com/v1/audio-analysis/3PRqiN41BIPkeai16CWjqy,203555.0,4.0
8 Letters,Why Don't We,1549337,boy band,0.607,0.478,1.0,-5.702,0.0,0.031,0.649,0.0,0.0928,0.255,88.979,audio_features,4zRZAmBQP8vhNPf9i9opXt,spotify:track:4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/tracks/4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/audio-analysis/4zRZAmBQP8vhNPf9i9opXt,190027.0,4.0
85%,Loote,463954,alt z,0.574,0.651,7.0,-7.585,1.0,0.046,0.346,0.0,0.149,0.368,140.017,audio_features,5teOR8KU4XNWY2WlVUDiIR,spotify:track:5teOR8KU4XNWY2WlVUDiIR,https://api.spotify.com/v1/tracks/5teOR8KU4XNWY2WlVUDiIR,https://api.spotify.com/v1/audio-analysis/5teOR8KU4XNWY2WlVUDiIR,174107.0,4.0
9 to 5,Young Ejecta,60424,solipsynthm,0.659,0.834,8.0,-5.715,1.0,0.0387,0.232,0.55,0.236,0.607,116.048,audio_features,0DXaw9Hm2k8KNIF7cnCzvH,spotify:track:0DXaw9Hm2k8KNIF7cnCzvH,https://api.spotify.com/v1/tracks/0DXaw9Hm2k8KNIF7cnCzvH,https://api.spotify.com/v1/audio-analysis/0DXaw9Hm2k8KNIF7cnCzvH,219258.0,4.0
90210 (feat. G-Eazy),blackbear,223286,pop,0.707,0.707,11.0,-6.161,0.0,0.0375,0.0306,0.0,0.127,0.231,104.039,audio_features,4hdog9vyyqG9pcppG2Izek,spotify:track:4hdog9vyyqG9pcppG2Izek,https://api.spotify.com/v1/tracks/4hdog9vyyqG9pcppG2Izek,https://api.spotify.com/v1/audio-analysis/4hdog9vyyqG9pcppG2Izek,223296.0,4.0
90mh,Albanos Xwris Xartia,76195,,,,,,,,,,,,,,,,,,,
90mh,Trefuego,5128208,,,,,,,,,,,,,,,,,,,
911,Ellise,3234388,alt z,0.765,0.53,10.0,-7.18,0.0,0.0833,0.509,4.15e-06,0.117,0.529,130.104,audio_features,23KVefoON2iEz1dh940quQ,spotify:track:23KVefoON2iEz1dh940quQ,https://api.spotify.com/v1/tracks/23KVefoON2iEz1dh940quQ,https://api.spotify.com/v1/audio-analysis/23KVefoON2iEz1dh940quQ,188387.0,4.0
:( (sad face),Bahari,1700511,alt z,0.661,0.552,8.0,-8.015,0.0,0.0278,0.242,0.0,0.0953,0.408,110.072,audio_features,0C2XDhJ1pZQnsceOJXg71d,spotify:track:0C2XDhJ1pZQnsceOJXg71d,https://api.spotify.com/v1/tracks/0C2XDhJ1pZQnsceOJXg71d,https://api.spotify.com/v1/audio-analysis/0C2XDhJ1pZQnsceOJXg71d,188182.0,4.0
@ my worst,blackbear,5728917,pop,0.615,0.774,4.0,-5.152,0.0,0.0551,0.0173,0.0,0.15,0.336,136.887,audio_features,0mHGftgYtmpH4y17T3VZ2E,spotify:track:0mHGftgYtmpH4y17T3VZ2E,https://api.spotify.com/v1/tracks/0mHGftgYtmpH4y17T3VZ2E,https://api.spotify.com/v1/audio-analysis/0mHGftgYtmpH4y17T3VZ2E,191364.0,4.0
A Better Place,Project AER,119999,ambient guitar,0.496,0.255,9.0,-17.984,1.0,0.0283,0.937,0.845,0.0909,0.0809,141.961,audio_features,2oC9Ah7npALCCPW5DC1gob,spotify:track:2oC9Ah7npALCCPW5DC1gob,https://api.spotify.com/v1/tracks/2oC9Ah7npALCCPW5DC1gob,https://api.spotify.com/v1/audio-analysis/2oC9Ah7npALCCPW5DC1gob,120000.0,4.0
A Dangerous Thing,AURORA,1945555,art pop,0.541,0.556,11.0,-6.15,0.0,0.0356,0.465,0.0,0.116,0.106,105.886,audio_features,0PDlmmYkuQCUAFhMXvtlsU,spotify:track:0PDlmmYkuQCUAFhMXvtlsU,https://api.spotify.com/v1/tracks/0PDlmmYkuQCUAFhMXvtlsU,https://api.spotify.com/v1/audio-analysis/0PDlmmYkuQCUAFhMXvtlsU,215573.0,4.0
A Different Way (with Lauv),DJ Snake,66060,edm,0.784,0.757,8.0,-3.912,1.0,0.0384,0.495,1.18e-06,0.142,0.587,104.996,audio_features,1YMBg7rOjxzbya0fPOYfNX,spotify:track:1YMBg7rOjxzbya0fPOYfNX,https://api.spotify.com/v1/tracks/1YMBg7rOjxzbya0fPOYfNX,https://api.spotify.com/v1/audio-analysis/1YMBg7rOjxzbya0fPOYfNX,198286.0,4.0
A Drug From God,Chris Lake,192455,bass house,0.714,0.883,9.0,-4.43,1.0,0.0625,0.00819,0.843,0.231,0.819,126.016,audio_features,4skbQNtyjy8A7mo8oqe2oD,spotify:track:4skbQNtyjy8A7mo8oqe2oD,https://api.spotify.com/v1/tracks/4skbQNtyjy8A7mo8oqe2oD,https://api.spotify.com/v1/audio-analysis/4skbQNtyjy8A7mo8oqe2oD,192455.0,4.0
A Gift Of A Thistle,James Horner,97568,orchestral soundtrack,0.0828,0.012,9.0,-36.045,0.0,0.0451,0.9,0.812,0.0875,0.0578,169.895,audio_features,3Yvi5NkUrSppVwrMHYkB6u,spotify:track:3Yvi5NkUrSppVwrMHYkB6u,https://api.spotify.com/v1/tracks/3Yvi5NkUrSppVwrMHYkB6u,https://api.spotify.com/v1/audio-analysis/3Yvi5NkUrSppVwrMHYkB6u,97667.0,3.0
A Little Bit Yours,JP Saxe,99339,alt z,0.598,0.295,1.0,-8.553,1.0,0.0276,0.735,0.0,0.107,0.314,87.025,audio_features,00cBcYOlnHoXX9ver3cmdE,spotify:track:00cBcYOlnHoXX9ver3cmdE,https://api.spotify.com/v1/tracks/00cBcYOlnHoXX9ver3cmdE,https://api.spotify.com/v1/audio-analysis/00cBcYOlnHoXX9ver3cmdE,225680.0,4.0
A Little Braver,New Empire,2787373,,0.497,0.425,2.0,-8.317,1.0,0.0325,0.771,1.11e-05,0.109,0.234,148.074,audio_features,16etWeo0rOinAg5lTy5hCD,spotify:track:16etWeo0rOinAg5lTy5hCD,https://api.spotify.com/v1/tracks/16etWeo0rOinAg5lTy5hCD,https://api.spotify.com/v1/audio-analysis/16etWeo0rOinAg5lTy5hCD,206854.0,4.0
A Little Longer,Sammieforreal,27783728,,0.405,0.273,4.0,-18.285,0.0,0.0515,0.306,0.448,0.217,0.187,79.91,audio_features,2EbVt97m6KzG0medUfHOHo,spotify:track:2EbVt97m6KzG0medUfHOHo,https://api.spotify.com/v1/tracks/2EbVt97m6KzG0medUfHOHo,https://api.spotify.com/v1/audio-analysis/2EbVt97m6KzG0medUfHOHo,261346.0,4.0
A Little Messed Up,june,1935875,,0.773,0.528,4.0,-7.876,0.0,0.0551,0.694,0.0001,0.478,0.363,96.06,audio_features,5iDaEbPX8Lq2evx3ZpAgQU,spotify:track:5iDaEbPX8Lq2evx3ZpAgQU,https://api.spotify.com/v1/tracks/5iDaEbPX8Lq2evx3ZpAgQU,https://api.spotify.com/v1/audio-analysis/5iDaEbPX8Lq2evx3ZpAgQU,168000.0,4.0
A Little More,Catie Turner,6158627,alt z,0.792,0.484,4.0,-9.897,1.0,0.192,0.477,0.0,0.106,0.245,96.939,audio_features,2thRPgNgcWAwAYxP4HWdji,spotify:track:2thRPgNgcWAwAYxP4HWdji,https://api.spotify.com/v1/tracks/2thRPgNgcWAwAYxP4HWdji,https://api.spotify.com/v1/audio-analysis/2thRPgNgcWAwAYxP4HWdji,224528.0,4.0
A Little Piece of Heaven,Avenged Sevenfold,40539,alternative metal,0.486,0.881,2.0,-5.623,0.0,0.0474,0.0244,0.0,0.429,0.667,144.997,audio_features,1BLfQ6dPXmuDrFmbdfW7Jl,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/tracks/1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/audio-analysis/1BLfQ6dPXmuDrFmbdfW7Jl,480707.0,4.0
A Million Dreams,Ziv Zaifman,269453,show tunes,0.265,0.312,7.0,-11.689,1.0,0.0569,0.243,0.0,0.0893,0.0998,54.747,audio_features,0RoA7ObU6phWpqhlC9zH4Z,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/tracks/0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/audio-analysis/0RoA7ObU6phWpqhlC9zH4Z,269453.0,3.0
A Million Dreams (Reprise),Austyn Johnson,60453,show tunes,0.253,0.139,6.0,-17.067,1.0,0.0414,0.726,5.01e-05,0.269,0.102,74.369,audio_features,66y7x28jXOPrcmu3D5Zjh6,spotify:track:66y7x28jXOPrcmu3D5Zjh6,https://api.spotify.com/v1/tracks/66y7x28jXOPrcmu3D5Zjh6,https://api.spotify.com/v1/audio-analysis/66y7x28jXOPrcmu3D5Zjh6,60453.0,3.0
A Moment Apart,ODESZA,300828,chillwave,0.515,0.663,7.0,-7.896,0.0,0.0328,0.179,0.668,0.494,0.0756,120.024,audio_features,59wlTaYOL5tDUgXnbBQ3my,spotify:track:59wlTaYOL5tDUgXnbBQ3my,https://api.spotify.com/v1/tracks/59wlTaYOL5tDUgXnbBQ3my,https://api.spotify.com/v1/audio-analysis/59wlTaYOL5tDUgXnbBQ3my,234244.0,4.0
A New Beginning,Yasumu,143378,lo-fi study,0.695,0.287,0.0,-14.608,1.0,0.0499,0.771,0.904,0.362,0.379,128.028,audio_features,0xtbVIWkbfu5G6TgCVmvVn,spotify:track:0xtbVIWkbfu5G6TgCVmvVn,https://api.spotify.com/v1/tracks/0xtbVIWkbfu5G6TgCVmvVn,https://api.spotify.com/v1/audio-analysis/0xtbVIWkbfu5G6TgCVmvVn,143379.0,4.0
A Night to Remember,High School Musical Cast,1514502,post-teen pop,0.798,0.904,0.0,-3.316,0.0,0.0476,0.0747,6.62e-06,0.0522,0.966,135.008,audio_features,3RuXekS5criwismaaj87iF,spotify:track:3RuXekS5criwismaaj87iF,https://api.spotify.com/v1/tracks/3RuXekS5criwismaaj87iF,https://api.spotify.com/v1/audio-analysis/3RuXekS5criwismaaj87iF,236400.0,4.0
A Night to Remember - Original Version,High School Musical Cast,832507,post-teen pop,0.798,0.904,0.0,-3.316,0.0,0.0476,0.0747,6.62e-06,0.0522,0.966,135.008,audio_features,2BHu6HOFXgHR936cj10XIi,spotify:track:2BHu6HOFXgHR936cj10XIi,https://api.spotify.com/v1/tracks/2BHu6HOFXgHR936cj10XIi,https://api.spotify.com/v1/audio-analysis/2BHu6HOFXgHR936cj10XIi,236400.0,4.0
A Place Among the Stars,Hans Zimmer,1670916,german soundtrack,0.171,0.0325,4.0,-25.382,0.0,0.043,0.97,0.87,0.0756,0.0284,70.821,audio_features,7KNoh3Bn4QfgkIGBywkAB0,spotify:track:7KNoh3Bn4QfgkIGBywkAB0,https://api.spotify.com/v1/tracks/7KNoh3Bn4QfgkIGBywkAB0,https://api.spotify.com/v1/audio-analysis/7KNoh3Bn4QfgkIGBywkAB0,207118.0,3.0
A Sky Full of Stars,Taron Egerton,372839,hollywood,0.44,0.676,6.0,-7.57,1.0,0.0582,0.152,0.0201,0.108,0.429,125.013,audio_features,2VeLdiYiILcCOEV0izfzEW,spotify:track:2VeLdiYiILcCOEV0izfzEW,https://api.spotify.com/v1/tracks/2VeLdiYiILcCOEV0izfzEW,https://api.spotify.com/v1/audio-analysis/2VeLdiYiILcCOEV0izfzEW,206438.0,4.0
A Soulmate Who Wasn’t Meant to Be,Jess Benko,9160154,gen z singer-songwriter,0.571,0.0274,9.0,-20.274,0.0,0.0649,0.948,6.43e-06,0.322,0.087,124.209,audio_features,0gOz9JUXsaKVzLTSmFDtdo,spotify:track:0gOz9JUXsaKVzLTSmFDtdo,https://api.spotify.com/v1/tracks/0gOz9JUXsaKVzLTSmFDtdo,https://api.spotify.com/v1/audio-analysis/0gOz9JUXsaKVzLTSmFDtdo,316556.0,3.0
A wild river to take you home,Black Hill,229535,instrumental post-rock,0.458,0.361,6.0,-12.066,0.0,0.0353,0.825,0.913,0.103,0.231,86.966,audio_features,0UFkbnxj34vZVgwwEDy29e,spotify:track:0UFkbnxj34vZVgwwEDy29e,https://api.spotify.com/v1/tracks/0UFkbnxj34vZVgwwEDy29e,https://api.spotify.com/v1/audio-analysis/0UFkbnxj34vZVgwwEDy29e,229536.0,4.0
A+E (feat. Kandaka Moore & Nikki Cislyn),Clean Bandit,246584,pop,0.808,0.519,5.0,-8.268,0.0,0.0403,0.00623,0.136,0.119,0.384,114.977,audio_features,1Qi6CGoqTG1UvFcuRzKRNL,spotify:track:1Qi6CGoqTG1UvFcuRzKRNL,https://api.spotify.com/v1/tracks/1Qi6CGoqTG1UvFcuRzKRNL,https://api.spotify.com/v1/audio-analysis/1Qi6CGoqTG1UvFcuRzKRNL,246584.0,4.0
A-Punk,Vampire Weekend,1804847,baroque pop,0.551,0.819,2.0,-4.489,1.0,0.0525,0.0103,0.0437,0.153,0.846,174.917,audio_features,3AydAydLzyyZutA0375XIz,spotify:track:3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/tracks/3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/audio-analysis/3AydAydLzyyZutA0375XIz,137760.0,4.0
A.S.A.G.,Ori Rose,6391884,,0.739,0.625,8.0,-6.013,1.0,0.0382,0.0879,0.0,0.251,0.641,122.976,audio_features,1RKgTID6LoCDMvXxX70vyU,spotify:track:1RKgTID6LoCDMvXxX70vyU,https://api.spotify.com/v1/tracks/1RKgTID6LoCDMvXxX70vyU,https://api.spotify.com/v1/audio-analysis/1RKgTID6LoCDMvXxX70vyU,187317.0,4.0
AFTERLIFE,CYREX,88485,,0.692,0.735,1.0,-8.691,1.0,0.0348,0.314,0.959,0.117,0.415,110.007,audio_features,5PfNKiRk4pyJWxle5cU0ba,spotify:track:5PfNKiRk4pyJWxle5cU0ba,https://api.spotify.com/v1/tracks/5PfNKiRk4pyJWxle5cU0ba,https://api.spotify.com/v1/audio-analysis/5PfNKiRk4pyJWxle5cU0ba,196673.0,4.0
AGEN WIDA,JOYRYDE,198997,bass house,0.784,0.913,1.0,-1.208,1.0,0.177,0.0114,0.00162,0.0831,0.59,126.054,audio_features,35V6qXUDCvwZdmbKe5PlPG,spotify:track:35V6qXUDCvwZdmbKe5PlPG,https://api.spotify.com/v1/tracks/35V6qXUDCvwZdmbKe5PlPG,https://api.spotify.com/v1/audio-analysis/35V6qXUDCvwZdmbKe5PlPG,199048.0,4.0
ALIEN SUPERSTAR,Beyoncé,233,pop,0.545,0.641,10.0,-6.398,0.0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,audio_features,1Hohk6AufHZOrrhMXZppax,spotify:track:1Hohk6AufHZOrrhMXZppax,https://api.spotify.com/v1/tracks/1Hohk6AufHZOrrhMXZppax,https://api.spotify.com/v1/audio-analysis/1Hohk6AufHZOrrhMXZppax,215460.0,4.0
ALIENSPEAK (feat. Curtis Waters),Brevin Kim,22606,,,,,,,,,,,,,,,,,,,
ALL MINE,Brent Faiyaz,104821,r&b,0.617,0.378,9.0,-8.54,1.0,0.0315,0.428,9.16e-05,0.11,0.22,141.967,audio_features,3XgGQ1wjo5khvq2UImjyNF,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063.0,4.0
ALLERGIC,clide,155200,singer-songwriter pop,0.609,0.428,11.0,-7.796,1.0,0.0244,0.538,0.0,0.064,0.627,96.071,audio_features,6DP8InyxdyYChHb2tcV6ia,spotify:track:6DP8InyxdyYChHb2tcV6ia,https://api.spotify.com/v1/tracks/6DP8InyxdyYChHb2tcV6ia,https://api.spotify.com/v1/audio-analysis/6DP8InyxdyYChHb2tcV6ia,155200.0,4.0
AMAZING,Rex Orange County,6890534,bedroom pop,0.719,0.461,8.0,-8.191,1.0,0.0454,0.279,0.0,0.0875,0.548,123.915,audio_features,3OM6qQmdFV6uy61GIqpRtf,spotify:track:3OM6qQmdFV6uy61GIqpRtf,https://api.spotify.com/v1/tracks/3OM6qQmdFV6uy61GIqpRtf,https://api.spotify.com/v1/audio-analysis/3OM6qQmdFV6uy61GIqpRtf,209200.0,4.0
AMNESIA,Hikki Gaya,468115,,0.605,0.887,1.0,-2.298,1.0,0.0448,0.000974,0.919,0.352,0.0759,99.998,audio_features,32P1387Vb7TuwbprjRmtQN,spotify:track:32P1387Vb7TuwbprjRmtQN,https://api.spotify.com/v1/tracks/32P1387Vb7TuwbprjRmtQN,https://api.spotify.com/v1/audio-analysis/32P1387Vb7TuwbprjRmtQN,131253.0,4.0
AMNESIA (feat. Boy In Space),DREAMDNVR,3734865,dark r&b,0.708,0.42,9.0,-9.478,0.0,0.121,0.471,0.0,0.353,0.317,145.981,audio_features,1UyDQh3HBJwL6IxR9mXipZ,spotify:track:1UyDQh3HBJwL6IxR9mXipZ,https://api.spotify.com/v1/tracks/1UyDQh3HBJwL6IxR9mXipZ,https://api.spotify.com/v1/audio-analysis/1UyDQh3HBJwL6IxR9mXipZ,175827.0,4.0
ANGOSTURA,keshi,171018,chill r&b,0.536,0.659,6.0,-9.732,1.0,0.0483,0.406,0.004,0.107,0.199,170.035,audio_features,38umMmZQdeoOG7Zojor4g3,spotify:track:38umMmZQdeoOG7Zojor4g3,https://api.spotify.com/v1/tracks/38umMmZQdeoOG7Zojor4g3,https://api.spotify.com/v1/audio-analysis/38umMmZQdeoOG7Zojor4g3,171020.0,4.0
ANKLES,Jessie Reyez,187423,canadian contemporary r&b,0.514,0.749,8.0,-4.336,1.0,0.403,0.234,7.98e-05,0.19,0.416,179.623,audio_features,3ZWHzPucGUZvgNleqllzdK,spotify:track:3ZWHzPucGUZvgNleqllzdK,https://api.spotify.com/v1/tracks/3ZWHzPucGUZvgNleqllzdK,https://api.spotify.com/v1/audio-analysis/3ZWHzPucGUZvgNleqllzdK,169240.0,3.0
ANUBIS,KUTE,262699,aggressive phonk,0.627,0.993,1.0,-1.304,1.0,0.0714,0.00142,0.254,0.239,0.58,109.975,audio_features,1aqP9g3lLR8bpFtkCTm41N,spotify:track:1aqP9g3lLR8bpFtkCTm41N,https://api.spotify.com/v1/tracks/1aqP9g3lLR8bpFtkCTm41N,https://api.spotify.com/v1/audio-analysis/1aqP9g3lLR8bpFtkCTm41N,131455.0,4.0
AVOID ME,KUTE,800336,aggressive phonk,0.656,0.964,6.0,-2.087,0.0,0.0964,0.123,0.813,0.78,0.965,114.007,audio_features,5FX30idriKlEIRYTxpNf65,spotify:track:5FX30idriKlEIRYTxpNf65,https://api.spotify.com/v1/tracks/5FX30idriKlEIRYTxpNf65,https://api.spotify.com/v1/audio-analysis/5FX30idriKlEIRYTxpNf65,105789.0,4.0
AVOID ME 3,KUTE,40239,aggressive phonk,0.706,0.933,10.0,-0.096,1.0,0.0721,0.11,0.878,0.058,0.761,114.042,audio_features,7dXyRgDZlQnA5OU1SPD1oe,spotify:track:7dXyRgDZlQnA5OU1SPD1oe,https://api.spotify.com/v1/tracks/7dXyRgDZlQnA5OU1SPD1oe,https://api.spotify.com/v1/audio-analysis/7dXyRgDZlQnA5OU1SPD1oe,120000.0,4.0
Aaftaab,The Local Train,2540803,hindi indie,0.464,0.391,6.0,-9.884,1.0,0.0384,0.755,9.64e-05,0.105,0.418,106.887,audio_features,4LtSTc3xANVhYeeN69nscM,spotify:track:4LtSTc3xANVhYeeN69nscM,https://api.spotify.com/v1/tracks/4LtSTc3xANVhYeeN69nscM,https://api.spotify.com/v1/audio-analysis/4LtSTc3xANVhYeeN69nscM,233472.0,4.0
Aag Lage Chahe Basti Mai,Sirazee,27373,himachali pop,0.613,0.551,9.0,-8.613,1.0,0.198,0.113,0.0,0.266,0.482,110.243,audio_features,0gbNOv3x5M87aczFOIEzfp,spotify:track:0gbNOv3x5M87aczFOIEzfp,https://api.spotify.com/v1/tracks/0gbNOv3x5M87aczFOIEzfp,https://api.spotify.com/v1/audio-analysis/0gbNOv3x5M87aczFOIEzfp,142410.0,5.0
Aahe Neelasaila,Bhikhari Bala,57728,odia bhajan,0.328,0.571,1.0,-6.913,1.0,0.0395,0.654,1.15e-05,0.27,0.654,186.602,audio_features,3fB2jhxOmwMsTxCYpjYjd4,spotify:track:3fB2jhxOmwMsTxCYpjYjd4,https://api.spotify.com/v1/tracks/3fB2jhxOmwMsTxCYpjYjd4,https://api.spotify.com/v1/audio-analysis/3fB2jhxOmwMsTxCYpjYjd4,313748.0,1.0
"Aahun Aahun (From ""Love Aaj Kal"")",Master Saleem,436164,,,,,,,,,,,,,,,,,,,
Aaj Bhi,Vishal Mishra,1793602,desi pop,0.581,0.304,1.0,-9.707,0.0,0.0274,0.886,2.79e-05,0.103,0.0973,109.006,audio_features,65jpYG7TQCh0T7TtKO4Rjj,spotify:track:65jpYG7TQCh0T7TtKO4Rjj,https://api.spotify.com/v1/tracks/65jpYG7TQCh0T7TtKO4Rjj,https://api.spotify.com/v1/audio-analysis/65jpYG7TQCh0T7TtKO4Rjj,241206.0,4.0
Aaj Bhi (Lofi Flip),It's DPK,39562,,,,,,,,,,,,,,,,,,,
Aaj Bhi - WORMONO LoFi Remake,Vishal Mishra,76002,desi pop,0.307,0.265,1.0,-14.701,0.0,0.0497,0.561,0.000517,0.398,0.0569,94.115,audio_features,0muXl7VdnqjsMH3IDS2JFI,spotify:track:0muXl7VdnqjsMH3IDS2JFI,https://api.spotify.com/v1/tracks/0muXl7VdnqjsMH3IDS2JFI,https://api.spotify.com/v1/audio-analysis/0muXl7VdnqjsMH3IDS2JFI,217976.0,1.0
Aaja We Mahiya,Imran Khan,2400332,desi hip hop,0.639,0.594,10.0,-6.497,1.0,0.0347,0.131,0.0,0.119,0.378,80.034,audio_features,75Ak0cit8hV604Wjlq1gf2,spotify:track:75Ak0cit8hV604Wjlq1gf2,https://api.spotify.com/v1/tracks/75Ak0cit8hV604Wjlq1gf2,https://api.spotify.com/v1/audio-analysis/75Ak0cit8hV604Wjlq1gf2,232067.0,4.0
Aajkal Tere Mere Pyar Ke Charche,Suman Kalyanpur,205800,classic bollywood,0.556,0.792,9.0,-10.683,1.0,0.0715,0.858,0.007,0.596,0.776,98.554,audio_features,2uiAZVVKqqYlM6KM9POTYq,spotify:track:2uiAZVVKqqYlM6KM9POTYq,https://api.spotify.com/v1/tracks/2uiAZVVKqqYlM6KM9POTYq,https://api.spotify.com/v1/audio-analysis/2uiAZVVKqqYlM6KM9POTYq,309493.0,4.0
"Aankh Marey (From ""Simmba"")",Neha Kakkar,212741,,,,,,,,,,,,,,,,,,,
Aankhein Khuli,Jatin-Lalit,173287,afghan pop,0.792,0.635,7.0,-13.94,0.0,0.0863,0.349,5.92e-06,0.324,0.648,122.004,audio_features,16XEVyPh5NT31CAAqPbxQF,spotify:track:16XEVyPh5NT31CAAqPbxQF,https://api.spotify.com/v1/tracks/16XEVyPh5NT31CAAqPbxQF,https://api.spotify.com/v1/audio-analysis/16XEVyPh5NT31CAAqPbxQF,422713.0,4.0
Aap Ki Kashish,Himesh Reshammiya,333653,filmi,0.69,0.78,8.0,-7.412,0.0,0.0489,0.117,0.0,0.0696,0.718,110.963,audio_features,35Rrbt58ADLxyo1lu7xhZu,spotify:track:35Rrbt58ADLxyo1lu7xhZu,https://api.spotify.com/v1/tracks/35Rrbt58ADLxyo1lu7xhZu,https://api.spotify.com/v1/audio-analysis/35Rrbt58ADLxyo1lu7xhZu,333653.0,4.0
Aaron's Aria,Music Circle,535692,,,,,,,,,,,,,,,,,,,
Aasan Nahin Yahan,Arijit Singh,58231,filmi,0.549,0.437,10.0,-7.169,0.0,0.0263,0.766,0.000407,0.133,0.236,93.976,audio_features,06zJUeKU5KFy50Cho6pDcr,spotify:track:06zJUeKU5KFy50Cho6pDcr,https://api.spotify.com/v1/tracks/06zJUeKU5KFy50Cho6pDcr,https://api.spotify.com/v1/audio-analysis/06zJUeKU5KFy50Cho6pDcr,214470.0,4.0
Aashayein,KK,210952,filmi,0.561,0.709,9.0,-10.247,1.0,0.0484,0.232,0.0,0.0992,0.509,115.006,audio_features,0d54B7VI12WOMK8AoIWllf,spotify:track:0d54B7VI12WOMK8AoIWllf,https://api.spotify.com/v1/tracks/0d54B7VI12WOMK8AoIWllf,https://api.spotify.com/v1/audio-analysis/0d54B7VI12WOMK8AoIWllf,260142.0,4.0
Aashayein - Slow Version,KK,85681,filmi,0.417,0.134,9.0,-12.096,1.0,0.0321,0.979,9.61e-05,0.101,0.381,83.176,audio_features,4vQ0PCcy5uPJBgLxCKarKK,spotify:track:4vQ0PCcy5uPJBgLxCKarKK,https://api.spotify.com/v1/tracks/4vQ0PCcy5uPJBgLxCKarKK,https://api.spotify.com/v1/audio-analysis/4vQ0PCcy5uPJBgLxCKarKK,72292.0,4.0
